Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
1254,Giant King of Tokyo,"During the entire show, we'll have a super-jumbo King of Tokyo set up for you to play. Winner receives Rozy Pony promo character.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,6,6,,,IELLO USA LLC,"King of Tokyo, current",no,yes,,,5+,Low,Intermediate
5871,3-D 1st Ed. D&D Visual Dungeon,"21 different classes/professions/races with exotic weapons/scrolls/familiars move on a checkerboard floor thru a 4’X6’ wooden dungeon, for Gold guarded by 1st ed. D&D Monster Manual monsters/traps",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Miniature,,,21,6,WmFrog,Allen Barwick,,1st Ed. D&D Players Handbook & 1st Ed D&D Monster Manual,Yes,Yes,Single Elimination,Full Tournament,13+,Low,Beginner
1192,Class: Boffer Swords,Make your own sword to carry onto the Amtgard field of battle,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Eclectics,,,16,10,Amtgard,Joell Palmer,Amtgard,Amtgard 8.0,Yes,Yes,,,10+,Med,Beginner
7615,Origins Dungeon Crawl Adventurer,"Please check out our facebook group ""Chicago Regional LARP"" http://tinyurl.com/pl36om9 for more information.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,10+,Low,Beginner
7671,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7699,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7727,Escape Room 2,An innocent man sits on death row. Can you uncover the evidence that will save his life?,6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7755,Escape Room 3,Our undercover agent needs help to save the city. Are you up to the task?,6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7284,Tactical Laser Tag,"Can your team accomplish its mission before the opposing team? We will play a mix of objective based games using state of the art equipment, after a quick briefing and rules explanation.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Eclectics,,,12,12,Gaming Nomads,Gaming Nomads,Laser Tag Pro,Current,Yes,Yes,,,13+,Low,Beginner
7324,Virtual Reality Tactical Shooting Range,Experience our realistic virtual shooting range and see what score you can get in the time allotted. Highest scores win a prize.,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Eclectics,,,4,16,Gaming Nomads,Nathanael Anderson,TacticalAR.net,Current,Yes,Yes,,,10+,Low,Beginner
2973,Vault Assault,"A frenetic ""Cops & Robbers"" dice game in which players will take turns stealing as much money as possible, or chasing the thieves away!",6/14/2018 13:00,6/14/2018 13:45,1 Hour,Tabletop,,,4,2,Inside Up Games,,Inside Up Games,,Yes,Yes,,,10+,Low,Beginner
2460,Learn to play Unearth,"Come learn to play Unearth. This is a non-competitive, learn to play event. All participants will walk away with prizes.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,16,2,"Brotherwise Games, LLC",,"Brotherwise Games, LLC",Unearth,Yes,Yes,,,10+,Low,Beginner
2058,Alpha Strike Academy,"Learn to play the newer, quick-play version of Battletech.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Alpha Strike,Yes,Yes,,,10+,Low,Beginner
2014,Battletech Bootcamp,"Learn (or relearn) to play. Perfect for new players, even those without miniature or tabletop experience.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Total Warfare,Yes,Yes,,,10+,Low,Beginner
1921,Catan Junior Floor Game,A Catan family game geared for the younger crowd! Become a pirate captain & build your way to victory! Play on our giant floor board!,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,Catan Studio,,Catan Studio,1st,No,Yes,,,5+,Low,Intermediate
2716,Tash-Kalar - Learn 2 Play,"Do you dare step into the arena of Tash-Kalar? Lay your plans, strengthen your position, then unleash your full power as you summon a tremendous creature to dominate your opponent!",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,2,2,,,Czech Games Edition,,Yes,Yes,,,13+,Low,Beginner
3710,CATS: a sad but necessary cycle of violent predatory behaviour,"A secret selection, simultaneous reveal programming game. Play as a cat attempting to catch and eat birds in the backyard. Stalk the big birds or steal a bird from another cat. Crazy fun!",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,5,2,,,DPH,,Yes,Yes,,,10+,Low,Beginner
4976,Plus Word,"A word game for all ages: How would you connect ""COLD"" and ""SCARY""? Maybe you'd think of ""YETI."" Or maybe ""AVALANCHE.""It's up to you. But you're also trying to make a connection with other players.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,6,2,Geek Fever Games,Matt Plourde,Geek Fever Games,,Yes,Yes,,,10+,Low,Beginner
4977,Ice Fortress,You and your fellow players work together to build a 3D fortress out of elemental ice room cards and pillar dice to protect against an army of magical enemies.,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,Geek Fever Games,Tim Mierzejewski,Geek Fever Games,,Yes,Yes,,,10+,Low,Beginner
6324,ROBOT RISE!,"Embrace your inner mad scientist! Take on a secret identity, build giant robots, deploy gadgets, escape disasters, and form temporary alliances to survive this fast-paced card game for 2-6 players.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,6,2,Happy Harpy Games,,Happy Harpy Games,,Yes,Yes,,,10+,Low,Beginner
938,Gamma Grunts: A Deck Smash Game,"You are a mad scientist with one goal: WORLD DOMINATION. There's only one problem, others are in your way. You will need to create a gang of Gamma Grunts to defeat your foes in this Deck Builder.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,8,2,Hiplein Industries,Kyle Boehnlein,Hiplein Industries,First Edition of Gamma Grunts: A Deck Smash Game,Yes,Yes,,,13+,Med,Beginner
1704,King of Tokyo Tournament,Become the King of Tokyo! Participate in a multi-round tournament for a chance at being the ultimate King and winning a Rozy Pony character!,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,24,2,,,IELLO USA LLC,"King of Tokyo, current",no,yes,Swiss,,10+,Low,Expert
1634,Wreck Raiders,Dive to collect treasures from ship wrecks in this worker placement family game.,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,KTBG,Current,Yes,Yes,,,10+,Low,Beginner
1104,Star Trek: Five-Year Mission,A cooperative dice placement game where players take roles of the crew members of either the USS Enterprise or the USS Enterprise-D.,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,7,2,Rogue Judges,Joe Cook,Mayfair,Star Trek: Five-Year Mission,Yes,Yes,,,13+,Med,Beginner
5589,Oh my Goods!,"Europe, Medieval times: players take the roles of craftsmen to produce a wide range of goods.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,Hedgehog & Co.,Marie Barnes,Mayfair Games,,Yes,Yes,,,10+,Low,Beginner
5583,Azul,"Introduced by the Moors, azulejos were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra, was mesmerized by the stunning beauty of the Moorish decorative tiles.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,Hedgehog & Co.,Corwin Brindley,Plan B Games,,Yes,Yes,,,10+,Low,Beginner
6895,PLAY TO WIN - Maharani,"PLAY TO WIN! Rules taught. Winner keeps the game! Blaze the trails west, populating cities with your pioneers.",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,4,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
1402,Reaper Speed Paint,Join Reaper to paint your model against the clock. Two winners each round advance to Saturday's SemiFinals.,6/14/2018 13:00,6/14/2018 14:00,1 Hour,Miniature,,,16,2,Reaper Miniatures,Cheryl Storm,Reaper Miniatures,,No,Yes,Single Elimination,Round 1,10+,Med,Intermediate
6707,Fire in the Library,"Fire! The books are aflame and history is burning before your very eyes! Save what you can in this stunning 30 minute game for 1-6 players. Fire in the Library is a press-your-luck game from Weird Giraffe Games by Tony Miller and John Prather with art by Beth Sobel and Katie Khau. Players are heroic librarians rescuing books to accumulate knowledge and earn bravery all while avoiding the flames before the library collapses! Easy to Learn: Simple enough for kids to play and enjoy, with depth and strategy that will keep serious gamers coming back. Increasing Intensity: Books increase in value all the way until the end but no one knows who will take the last turn. Players must decide if they should save tools for an epic late game point swing or grab points now to take an early lead. AI Variants: Experience the excitement of Fire in the Library on your own with the solo game or spice up a multi-player match by adding new challengers. History is burning-take chances, be brave, SAVE BOOKS!",6/14/2018 13:00,6/14/2018 14:00,1 Hour,Tabletop,,,6,2,Weird Giraffe Games,Tony Miller,Weird Giraffe Games,,Yes,Yes,,,10+,Low,Beginner
833,The Donut Game,We play a game about eating donuts,6/14/2018 13:00,6/14/2018 14:00,1 Hour,LARP,,,6,2,,,,,Yes,Yes,,,5+,Low,Beginner
6870,The Buisness of D&D,"Get down with Shawn Merwin and Chris Sniezak from Down with D&D as they dish about doing buiness on the D&D side of podcasting, writing, the ins and outs of the DM's Guild and much more.",6/14/2018 13:00,6/14/2018 14:00,1 hour,Origins University,,,50,2,Misdirected Mark Productions,Christopher M. Sniezak,,,Yes,Yes,,,12,low,beginner
5485,DC Deck-Building Game: NEW GODS Pre-Release Tournament,Be the first to try out an upcoming Crossover Pack in this competitive event!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,16,4,Cryptozoic Entertainment,Matt Hyra,Cryptozoic Entertainment,DC Deck-Building Game: New Gods,No,Yes,,,13+,Med,Intermediate
5838,Tournament: Clank! In! Space!,"The evil Lord Eradikus has all but conquered the galaxy. You need to sneak aboard his ship, hack your way into its command module, and steal from him.",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,16,4,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,Single Elimination,,13+,Med,Beginner
8248,Munchkin the CCG - Contructed Deck Free Play,Bring your best CCG decks for free play combat and a Blarg booster!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,CCG/TCG,,,10,6,Steve Jackson Games,,Steve Jackson Games,,No,No,,,13+,Med,Intermediate
8265,The Fantasy Trip - Learn to play with creator Steve Jackson!,"Steve’s first RPG will be returning soon. Get an advance look, playing with Steve!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,6,6,Steve Jackson Games,,Steve Jackson Games,,Yes,Yes,,,13+,Med,Beginner
6445,Star Trek Attack Wing Quick Play,Star Trek Attack Wing Quick Play. Build a 130 SP Constructed team and compete in a single elimination event,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Miniature,,,32,6,WizKids/NECA,Justin Ziran,WizKids/NECA,HeroClix 2018,No,No,Single Elimination,Full Tournament,10+,Low,Intermediate
5805,Kids on Bikes RPG,Kids on Bikes is a collaborative storytelling roleplaying game about small towns and big adventures! Take home a commemorative Kids on Bikes pin!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,4,10,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,,,10+,Low,Beginner
5806,Kids on Bikes RPG,Kids on Bikes is a collaborative storytelling roleplaying game about small towns and big adventures! Take home a commemorative Kids on Bikes pin!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,4,10,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,,,10+,Low,Beginner
7276,Artemis Starship Bridge Simulator - Bravo Bridge,Artemis SBS lets you play one of six spaceship bridge stations as part of a bridge crew defending your sector from enemies.,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Eclectics,,,6,12,Gaming Nomads,Gaming Nomads,artemis.eochu.com,Current,Yes,Yes,,,13+,Low,Beginner
6805,Pokemon TCG League Cup - Expanded,Play using your own deck using cards from Black and White or newer! Prizes for our top finishers,6/14/2018 13:00,6/14/2018 15:00,2 Hours,CCG/TCG,,,150,12,The Pokemon Company International,A.J. Schumacher,Pokemon,"Pokemon TCG, Expanded",Yes,No,Swiss,,5+,Low,Beginner
8048,Star Wars Destiny Learn To Play,"Learn to play Destiny Attendees receive a Star Wars Destiny Starter, promos and instruction on how to play. Limited to 16 players",6/14/2018 13:00,6/14/2018 15:00,2 Hours,CCG/TCG,,,16,16,Cascade Games LLC,Steve Cameron,Fantasy Flight Games,Star Wars Destiny,Yes,Yes,,,10+,Med,Beginner
8256,Munchkin the CCG - Beginner's Tournament,Participants in this mini-tournament will receive a complete 2-deck starter set and will compete for boosters!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,CCG/TCG,,,16,22,Steve Jackson Games,,Steve Jackson Games,,Yes,Yes,,,13+,Med,Beginner
2640,Ticket to Ride - 1910,Come to play just for fun or to compete in the tournament. Collect cards & claim routes to fulfill your destinations. Semi-Finals Sat 9AM.,6/14/2018 13:00,6/14/2018 3:00,2 Hours,Tabletop,,,16,2,Train Gamers Association,Trella Bromley,Days of Wonders,1st,Yes,Yes,Swiss,Round 1,10+,Low,Beginner
5615,1775 Rebellion - The American Revolution,"1775 is a team based board game for 2-4 players set during the American Revolution, the second in the Birth of America series from Academy Games. Quick to learn, fun to play, all experience levels welcome!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,10+,Low,Beginner
5638,Freedom - The Underground Railroad,Freedom is an engaging cooperative board game where 1-4 players take on the roles of Abolitionists in the eras leading up to the Civil War. All experience levels welcome!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,13+,Low,Beginner
5661,878 Vikings - Invasions of England,"A team based board game for 2-4 players set during the Viking Invasions of England, first in the Birth of Europe Series from Academy Games. Quick to learn, fun to play, all experience levels welcome!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,13+,Low,Beginner
5682,1754 Conquest - The French & Indian War,"A team based board game for 2-4 players set during The French & Indian War, the newest game in the Birth of America series by Academy Games. Quick to learn, fun to play, all experience levels welcome!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,13+,Low,Beginner
5720,Awakening the Bear! Operation Barbarossa,A tactical squad-level wargame set during WWII that models real military tactics and is easy to learn and fun to play. Enjoyed by eurogamers and wargamers alike. All experience levels welcome!,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,13+,Low,Beginner
5735,Agents of Mayhem - Pride of Babylon,"Brand New! A team v. team skirmish game for 2-4 players, played on a modular, fully destructible 3D board, with a radiant campaign that changes with each play-through. All experience levels welcome!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Academy Games,Ashley,Academy Games,,Yes,Yes,,,13+,Low,Beginner
7420,Galaxy Defender Star Tech,HQ sends you and four other agents on a mission to search and recover alien technology concealed inside the buildings of an alien secret base hidden on Earth.,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,5,2,Ares Games/Buckeye Gamers in Flight,Isabella Long,Ares,Galaxy Defender,Yes,Yes,,,10+,Med,Beginner
2128,Cosmic Patrol,"The Metatherions and their powers to warp space and time threaten all life as we know it! And the only way for the Cosmic Patrol to fight them is by braving a trip through the Gern Gravastar, an extradimensional portal leading to the Metatherions’ native plane. Only, the Gravastar is steadily growing in size, and nothing can slow it down. Unless it can be stopped, the Gravastar will eclipse whole systems, the entire galaxy—perhaps even the whole universe!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Cosmic Patrol,No,Yes,,,13+,Med,Beginner
2166,Shadowrun: Build-A-Runner Workshop,Sit down with one of GM's and learn how to or get help with building aMissions legal character to use in our living campaign.,6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,Yes,Yes,,,13+,High,Beginner
2240,Shadowrun: First Taste,"Welcome to the Shadows, use a pregen and learn how to play Shadowrun Fifth Edition",6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,Yes,Yes,,,13+,High,Beginner
2142,Shadowrun: Anarchy,Come enjoy the storytelling aspect of the Sixth World. Every session is different because you help tell the story.,6/14/2018 13:00,6/14/2018 15:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun Anarchy,Yes,Yes,,,13+,Med,Beginner
2664,Ticket to Ride - Switzerland/Nordic,Come to play just for fun or to compete in the tournament. Collect cards & claim routes to fulfill your destinations. Semi-Finals Sat 9AM.,6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,9,2,Train Gamers Association,Trella Bromley,Days of Wonders,1st,No,Yes,Swiss,Round 1,10+,Low,Beginner
6163,Railways of Nippon,"Plan and lay track, upgrade your trains, sell goods to distant cities, and use operation cards to become the richest railroad baron of Japan!",6/14/2018 13:00,6/14/2018 15:00,2 Hours,Tabletop,,,4,2,Eagle-Gryphon Games,Wingman,Eagle-Gryphon Games,,Yes,Yes,,,10+,Low,Beginner
